"id","name","address","local","city","state","zip","lat","lng","phone","description"
"948","Nautical Dogs","128 Long Pond Rd Unit 2","Plymouth, MA 02360","Plymouth",,"02360","41.902553","-70.630875","(508) 746-9091","18. Nautical DogsPet Grooming"
"949","Grooming at Scarlet Farms","220 Jordan Rd","Plymouth, MA 02360","Plymouth",,"02360","41.902553","-70.630875","(774) 454-4823","19. Grooming at Scarlet FarmsPet GroomingBBB Rating: A+11YEARSIN BUSINESS"
"950","Country Groomer & Kennels","38 N Main St Ste 1","Carver, MA 02330","Carver",,"02330","41.880517","-70.767478","(508) 866-2510","27. Country Groomer & KennelsPet GroomingPet Boarding & KennelsPet StoresBBB Rating: A+Website34YEARSIN BUSINESS"
"951","Paws in the Sand Dog & Cat Grooming by Stephanie","1299 Ocean St","Marshfield, MA 02050","Marshfield",,"02050","42.126517","-70.73631","(508) 525-6763","40. Paws in the Sand Dog & Cat Grooming by StephaniePet GroomingPet ServicesDog & Cat Grooming & Supplies(1)9YEARSIN BUSINESS"
"952","Pilgrim Animal Hospital","72 Samoset St","Plymouth, MA 02360","Plymouth",,"02360","41.902553","-70.630875","(508) 746-5003","48. Pilgrim Animal HospitalPet GroomingVeterinariansVeterinary Clinics & Hospitals(2)BBB Rating: A+Website48YEARSIN BUSINESS"
"953","Cat Clinic of Plymouth","80 Sandwich St","Plymouth, MA 02360","Plymouth",,"02360","41.902553","-70.630875","(508) 746-8580","50. Cat Clinic of PlymouthPet GroomingVeterinary Clinics & HospitalsVeterinariansBBB Rating: A+Website25YEARSIN BUSINESS"
"954","Happy Hound Day Care & Grooming","252 Summer St","Plymouth, MA 02360","Plymouth",,"02360","41.902553","-70.630875","(508) 747-8200","52. Happy Hound Day Care & GroomingPet GroomingPet ServicesPet Boarding & Kennels(3)Website13YEARSIN BUSINESS"
"955","Manomet Animal Hospital","38 Manomet Point Rd","Plymouth, MA 02360","Plymouth",,"02360","41.902553","-70.630875","(508) 224-2265","69. Manomet Animal HospitalPet GroomingVeterinary Clinics & HospitalsVeterinary LabsBBB Rating: A+Website36YEARSIN BUSINESS"
"956","Loving Hands Pet Sitting","85 High St","Carver, MA 02330","Carver",,"02330","41.880517","-70.767478","(508) 866-3123","70. Loving Hands Pet SittingPet GroomingPet Sitting & Exercising ServicesPet Boarding & KennelsBBB Rating: A+27YEARSIN BUSINESS"
"957","Best Pet Salon","739 State Rd","Plymouth, MA 02360","Plymouth",,"02360","41.902553","-70.630875","(774) 237-8738","71. Best Pet SalonPet GroomingPet ServicesBBB Rating: A+Website8YEARSIN BUSINESS"
"958","Paws In Play","14 Springdale Ave","Canton, MA 02021","Canton",,"02021","42.164447","-71.131647","(781) 821-0500","4. Paws In PlayPet GroomingPet Boarding & KennelsPet StoresBBB Rating: A+Website13YEARSIN BUSINESS"
"959","Lainer Animal Hospital-Canton","355 Turnpike St","Canton, MA 02021","Canton",,"02021","42.164447","-71.131647","(781) 828-0101","5. Lainer Animal Hospital-CantonPet GroomingVeterinary Clinics & HospitalsVeterinarians(1)BBB Rating: A+Website33YEARSIN BUSINESS"
"960","Paw Powers","41 Alcott Cir","Taunton, MA 02780","Taunton",,"02780","41.904134","-71.10592","(508) 361-3792","51. Paw PowersPet GroomingPet Sitting & Exercising Services"
"961","Great Scott Kennels Inc.","1975 Washington St","Stoughton, MA 02072","Stoughton",,"02072","42.124896","-71.109196","(781) 344-2581","132. Great Scott Kennels Inc.Pet GroomingPet ServicesPet Boarding & Kennels76YEARSIN BUSINESS"
"962","Green Paws","80 Fairmount Ave","Hyde Park, MA 02136","Hyde Park",,"02136","42.25281","-71.129122","(617) 276-3488","138. Green PawsPet GroomingPet Stores"
"963","Dirty Dawg Wash Inc","1 Wilson St","Norwood, MA 02062","Norwood",,"02062","42.185459","-71.202181","(781) 762-8822","139. Dirty Dawg Wash IncPet GroomingPet ServicesBBB Rating: A+Website14YEARSIN BUSINESS"
"964","VCA Lloyd Animal Hospital","1995 Washington St","Stoughton, MA 02072","Stoughton",,"02072","42.124896","-71.109196","(781) 318-3690","140. VCA Lloyd Animal HospitalPet GroomingVeterinary Clinics & HospitalsPet Services(4)BBB Rating: A+Website80YEARSIN BUSINESS"
"965","Parkway Veterinary Hospital","18 Spring St","West Roxbury, MA 02132","West Roxbury",,"02132","42.280101","-71.158408","(617) 469-8400","150. Parkway Veterinary HospitalPet GroomingVeterinariansVeterinary Clinics & Hospitals(1)BBB Rating: A+Website27YEARSIN BUSINESS"
"966","The Pooped Pooch Playhouse","168 Neponset Ave","Dorchester, MA 02122","Dorchester",,"02122","42.297038","-71.054735","(617) 506-1013","142. The Pooped Pooch PlayhousePet GroomingPet ServicesPet Boarding & KennelsWebsite8YEARSIN BUSINESS"
"967","The Modern Dog Boston","1720 Dorchester Ave","Dorchester Center, MA 02124","Dorchester Center",,"02124","42.286139","-71.070555","(617) 514-6745","144. The Modern Dog BostonPet GroomingPet ServicesAnimal Health ProductsBBB Rating: A+Website10YEARSIN BUSINESS"
"968","Boston Pet Sitters","144 Commonwealth Ave Apt 3","Boston, MA 02116","Boston",,"02116","42.347026","-71.074793","(617) 247-7387","149. Boston Pet SittersPet GroomingPet Sitting & Exercising ServicesPet ServicesBBB Rating: A+Website33YEARSIN BUSINESS"
"969","Gransky Jeremy","59 N Main St","Natick, MA 01760","Natick",,"01760","42.287156","-71.352308","(508) 653-4300","130. Gransky JeremyPet GroomingVeterinariansVeterinary Clinics & Hospitals"
"970","Wellesley-Natick Veterinary Hospital","359 Worcester St","Natick, MA 01760","Natick",,"01760","42.287156","-71.352308","(508) 653-3420","148. Wellesley-Natick Veterinary HospitalPet GroomingVeterinariansPet ServicesBBB Rating: A+Website24YEARSIN BUSINESS"
"971","Weston Veterinary","121 W Central St","Natick, MA 01760","Natick",,"01760","42.287156","-71.352308","(508) 653-5020","149. Weston VeterinaryPet GroomingVeterinariansVeterinary Clinics & HospitalsWebsite"
"972","Greystone Kennel","107 New St","Rehoboth, MA 02769","Rehoboth",,"02769","41.847903","-71.252629","(508) 252-3948","47. Greystone KennelPet GroomingPet BreedersKennelsBBB Rating: A+WebsiteDirectionsMore Info33YEARSIN BUSINESS3YEARS WITH"
"973","Vipet Grooming Salon-Pet Daycare","473 South St W","Raynham, MA 02767","Raynham",,"02767","41.927678","-71.046473","(508) 822-1443","61. Vipet Grooming Salon-Pet DaycarePet GroomingWebsite"
"974","Dawg on Pet Salon","289 Winthrop St","Rehoboth, MA 02769","Rehoboth",,"02769","41.847903","-71.252629","(774) 565-8177","65. Dawg on Pet SalonPet Grooming"
"975","VIPet Grooming Salon","2 Galleria Mall Dr","Taunton, MA 02780","Taunton",,"02780","41.904134","-71.10592","(508) 822-1443","69. VIPet Grooming SalonPet GroomingBBB Rating: A+Website13YEARSIN BUSINESS"
"976","Al-Lee Dog Grooming","462 Winthrop St","Rehoboth, MA 02769","Rehoboth",,"02769","41.847903","-71.252629","(508) 252-9014","89. Al-Lee Dog GroomingPet GroomingPet Services(1)32YEARSIN BUSINESS"
"977","Pet Sense","25 Robert Dr Ste C7","South Easton, MA 02375","South Easton",,"02375","42.028515","-71.10088","(508) 297-1758","104. Pet SensePet GroomingPet StoresPet FoodWebsite"
"978","Norton Animal Hospital","147 W Main St","Norton, MA 02766","Norton",,"02766","41.971692","-71.18584","(508) 285-9822","108. Norton Animal HospitalPet GroomingVeterinary Clinics & HospitalsPet ServicesWebsite50YEARSIN BUSINESS"
"979","A&K Country Kennel","197 Carver St","Raynham, MA 02767","Raynham",,"02767","41.927678","-71.046473","(508) 824-4865","132. A&K Country KennelPet GroomingPet Boarding & Kennels37YEARSIN BUSINESS"
"980","VCA Plymouth Animal Hospital and Pet Resort","100 Industrial Park Rd","Plymouth, MA 02360","Plymouth",,"02360","41.902553","-70.630875","(774) 773-0662","100. VCA Plymouth Animal Hospital and Pet ResortPet GroomingVeterinary Clinics & HospitalsVeterinariansWebsite28YEARSIN BUSINESS"
"981","Neponset Animal Hospital","961 William T Morrissey Blvd","Dorchester, MA 02122","Dorchester",,"02122","42.297038","-71.054735","(617) 288-2333","141. Neponset Animal HospitalPet GroomingVeterinary Clinics & HospitalsVeterinariansWebsite32YEARSIN BUSINESS"
"982","The Broadway Dog Spa","547 E Broadway","South Boston, MA 02127","South Boston",,"02127","42.335966","-71.048716","(617) 269-1164","150. The Broadway Dog SpaPet GroomingKennelsPet Boarding & KennelsBBB Rating: A+Website18YEARSIN BUSINESS"
"983","Yankee Clippers Mobile Dog Wash & Groom",,,,,,NULL,NULL,"(508) 226-3924","3. Yankee Clippers Mobile Dog Wash & GroomPet GroomingWebsite"
"984","Canine Corner","301 Taunton Ave","Seekonk, MA 02771","Seekonk",,"02771","41.83887","-71.323757","(508) 336-6996","38. Canine CornerPet GroomingPet StoresPet Training(7)BBB Rating: A+Website15YEARSIN BUSINESS"
"985","Groomingdales Pet Salon","300 Bedford St","Lakeville, MA 02347","Lakeville",,"02347","41.831559","-70.953643","(508) 947-0888","41. Groomingdales Pet SalonPet GroomingWebsite21YEARSIN BUSINESS"
"986","Pet Food Shoppe","6 Harding St","Lakeville, MA 02347","Lakeville",,"02347","41.831559","-70.953643","(508) 946-4259","45. Pet Food ShoppePet GroomingFence MaterialsPet ServicesWebsiteDirectionsMore Info43YEARSIN BUSINESS4YEARS WITH"
"987","Wicked Clean Dog Inc","165 Plain St","Rehoboth, MA 02769","Rehoboth",,"02769","41.847903","-71.252629","(508) 758-8178","52. Wicked Clean Dog IncPet Grooming"
"988","Champion Pet Care","1259 Hill St","Raynham, MA 02767","Raynham",,"02767","41.927678","-71.046473","(508) 880-7111","53. Champion Pet CarePet GroomingPet Stores"
"989","Good Friends Grooming","54 Main St","Lakeville, MA 02347","Lakeville",,"02347","41.831559","-70.953643","(774) 419-3170","78. Good Friends GroomingPet Grooming"
"990","E S Devine Pet Salon","865 Warren Ave","East Providence, RI 02914","East Providence",,"02914","41.814172","-71.373425","(401) 383-4700","86. E S Devine Pet SalonPet Grooming14YEARSIN BUSINESS"
"991","Heaven Scent Grooming","413 Waterman Ave","East Providence, RI 02914","East Providence",,"02914","41.814172","-71.373425","(401) 438-1578","87. Heaven Scent GroomingPet Grooming(4)Website40YEARSIN BUSINESS"
"992","The Pet Tailor",,"North Dartmouth, MA 02747","North Dartmouth",,"02747","41.64193","-70.989342","(508) 264-1680","97. The Pet TailorPet GroomingPet ServicesMobile Pet GroomingWebsite10YEARSIN BUSINESS"
"993","Taunton Cat Hospital","56 Winthrop St","Taunton, MA 02780","Taunton",,"02780","41.904134","-71.10592","(508) 824-2287","132. Taunton Cat HospitalPet GroomingVeterinariansPet Boarding & KennelsBBB Rating: A+Website13YEARSIN BUSINESS"
"994","K9 Camp & Resort","554 W Grove St","Middleboro, MA 02346","Middleboro",,"02346","41.887265","-70.887189","(774) 213-5520","141. K9 Camp & ResortPet GroomingPet Boarding & KennelsKennelsBBB Rating: A+27YEARSIN BUSINESS"
"995","Country Time Pet Retreat","51 Elm St","Berkley, MA 02779","Berkley",,"02779","41.827125","-71.080384","(508) 823-1903","145. Country Time Pet RetreatPet GroomingPet ServicesDog & Cat Grooming & SuppliesBBB Rating: A+Website39YEARSIN BUSINESS"
"996","Raynham Veterinary Hospital, Inc.","402 South St E","Raynham, MA 02767","Raynham",,"02767","41.927678","-71.046473","(508) 823-8443","147. Raynham Veterinary Hospital, Inc.Pet GroomingVeterinariansVeterinary Clinics & Hospitals(1)BBB Rating: A+Website38YEARSIN BUSINESS"
"997","Karen E Reamsnyder DVM","402 South St E","Raynham, MA 02767","Raynham",,"02767","41.927678","-71.046473","(508) 823-8443","149. Karen E Reamsnyder DVMPet GroomingVeterinariansPet Boarding & KennelsWebsite"
"998","Dighton Veterinary Hospital","532 Somerset Ave","North Dighton, MA 02764","North Dighton",,"02764","41.856622","-71.148635","(508) 828-5255","150. Dighton Veterinary HospitalPet GroomingVeterinariansVeterinary Clinics & HospitalsWebsite21YEARSIN BUSINESS"
"999","Dirty Pawz Pet Grooming","105R Depot St","South Easton, MA 02375","South Easton",,"02375","42.028515","-71.10088","(774) 223-3786","123. Dirty Pawz Pet GroomingPet ServicesDog & Cat Grooming & Supplies(2)BBB Rating: A+Website8YEARSIN BUSINESS"
"1000","VCA Dog Country and Cat City Too","286 W Main St","Northborough, MA 01532","Northborough",,"01532","42.316146","-71.648168","(508) 393-3639","68. VCA Dog Country and Cat City TooPet GroomingVeterinariansPet Boarding & Kennels"
"1001","Slade Veterinary Hospital","334 Concord St","Framingham, MA 01702","Framingham",,"01702","42.272053","-71.424769","(508) 875-7086","123. Slade Veterinary HospitalPet GroomingVeterinariansPet Boarding & KennelsBBB Rating: A+Website78YEARSIN BUSINESS"
"1002","Sudbury Animal Hospital","662 Boston Post Rd","Sudbury, MA 01776","Sudbury",,"01776","42.382955","-71.427696","(978) 443-2839","146. Sudbury Animal HospitalPet GroomingVeterinary Clinics & HospitalsVeterinarians(3)BBB Rating: A+Website36YEARSIN BUSINESS"
"1003","Aristopet","PO Box 6364","boston, MA 02114","boston",,"02114","42.360587","-71.065447","(617) 869-3295","104. AristopetPet GroomingPet ServicesDog & Cat Grooming & SuppliesBBB Rating: A+25YEARSIN BUSINESS"
"1004","Boston Red Dog Pet Resort and Spa","274 Southampton St","Boston, MA 02118","Boston",,"02118","42.339502","-71.07359","(617) 427-2220","118. Boston Red Dog Pet Resort and SpaPet GroomingPet Boarding & KennelsVeterinariansWebsite14YEARSIN BUSINESS"
"1005","Back Bay Veterinary Clinic","288 Newbury St","Boston, MA 02115","Boston",,"02115","42.341535","-71.094458","(617) 247-2273","119. Back Bay Veterinary ClinicPet GroomingVeterinariansVeterinary Clinics & HospitalsBBB Rating: A+Website23YEARSIN BUSINESS"
"1006","Precious Pets, Inc.",,"Winthrop, MA 02152","Winthrop",,"02152","42.37376","-70.980521","(781) 286-8801","20. Precious Pets, Inc.Pet GroomingPet Stores(3)BBB Rating: A+32YEARSIN BUSINESS"
"1007","Wags Charlestown","227 Bunker Hill St","Charlestown, MA 02129","Charlestown",,"02129","42.374451","-71.06581","(617) 242-3647","82. Wags CharlestownPet GroomingPet ServicesWebsite7YEARSIN BUSINESS"
"1008","Tail Trekkers Pet Services","143 Cross St Unit 3","Somerville, MA 02145","Somerville",,"02145","42.391409","-71.094721","(978) 222-3191","85. Tail Trekkers Pet ServicesPet GroomingPet ServicesDog TrainingWebsite"
"1009","Compatible Canine Center","146 Harvard St","Brookline, MA 02446","Brookline",,"02446","42.344328","-71.122217","(617) 232-0074","89. Compatible Canine CenterPet GroomingPet Boarding & KennelsPet Stores(1)BBB Rating: A+WebsiteServices21YEARSIN BUSINESS"
"1010","Animal Shelter-Mspca","350 S Huntington Ave","Jamaica Plain, MA 02130","Jamaica Plain",,"02130","42.31248","-71.109068","(617) 522-5055","91. Animal Shelter-MspcaPet GroomingAnimal SheltersVeterinary Clinics & HospitalsWebsite16YEARSIN BUSINESS"
"1011","Union Square Veterinary Clinic","314 Highland Ave","Somerville, MA 02144","Somerville",,"02144","42.399028","-71.123138","(617) 628-2644","94. Union Square Veterinary ClinicPet GroomingVeterinariansVeterinary Clinics & HospitalsBBB Rating: A+Website29YEARSIN BUSINESS"
"1012","The Common Dog","57 Garden St","Everett, MA 02149","Everett",,"02149","42.411501","-71.052188","(617) 381-6363","96. The Common DogPet GroomingPet Boarding & KennelsPet TrainingBBB Rating: A+Website25YEARSIN BUSINESSAmenities:Wheelchair accessible"
"1013","Beantown Bed & Biscuit","310 Harvard St","Brookline, MA 02446","Brookline",,"02446","42.344328","-71.122217","(617) 444-9446","97. Beantown Bed & BiscuitPet GroomingVeterinariansVeterinary Clinics & Hospitals(1)Website14YEARSIN BUSINESS"
"1014","VCA Brookline Animal Hospital","678 Brookline Ave","Brookline, MA 02445","Brookline",,"02445","42.332533","-71.129865","(617) 752-3328","100. VCA Brookline Animal HospitalPet GroomingVeterinary Clinics & HospitalsVeterinariansWebsite97YEARSIN BUSINESS"
"1015","No Bones About It","1786 Beacon St","Brookline, MA 02445","Brookline",,"02445","42.332533","-71.129865","(617) 277-2627","102. No Bones About ItPet GroomingPet Cemeteries & CrematoriesPet BreedersBBB Rating: A+WebsiteServices32YEARSIN BUSINESS"
"1016","VCA Metro Cat Hospital","1630 Beacon St","Brookline, MA 02446","Brookline",,"02446","42.344328","-71.122217","(617) 514-2261","103. VCA Metro Cat HospitalPet GroomingVeterinary Clinics & HospitalsVeterinariansWebsite"
"1017","Kaplan, Jeffrey R","1630 Beacon St","Brookline, MA 02446","Brookline",,"02446","42.344328","-71.122217","(617) 752-1927","104. Kaplan, Jeffrey RPet GroomingVeterinariansPet Boarding & Kennels"
"1018","Poodle Rescue Of New England","PO Box 441447","Somerville, MA 02144","Somerville",,"02144","42.399028","-71.123138","(617) 628-1425","108. Poodle Rescue Of New EnglandPet GroomingPet ServicesWebsite6YEARSIN BUSINESS"
"1019","Laundromutt","489 Concord Ave","Cambridge, MA 02138","Cambridge",,"02138","42.377465","-71.131249","(617) 864-9274","111. LaundromuttPet GroomingPet ServicesBBB Rating: A+Website19YEARSIN BUSINESS"
"1020","Crate Escape Too","368 Huron Ave","Cambridge, MA 02138","Cambridge",,"02138","42.377465","-71.131249","(617) 354-9003","112. Crate Escape TooPet GroomingKennelsPet Boarding & KennelsWebsite18YEARSIN BUSINESS"
"1021","Grateful Dog Grooming","111 School St","Watertown, MA 02472","Watertown",,"02472","42.371297","-71.180361","(617) 744-0062","124. Grateful Dog GroomingPet GroomingPet ServicesWebsite13YEARSIN BUSINESS"
"1022","Crate Escape","30 Brighton St","Belmont, MA 02478","Belmont",,"02478","42.394199","-71.180235","(617) 489-9003","126. Crate EscapePet GroomingPet Boarding & KennelsKennelsBBB Rating: A+Website19YEARSIN BUSINESS"
"1023","No Worries Pet Care","22 Hamilton Rd","Arlington, MA 02474","Arlington",,"02474","42.420728","-71.158189","(781) 859-9631","127. No Worries Pet CarePet GroomingPet Boarding & KennelsBBB Rating: A+17YEARSIN BUSINESS"
"1024","TLK Pet Care","67 Poplar St","Watertown, MA 02472","Watertown",,"02472","42.371297","-71.180361","(617) 923-9555","129. TLK Pet CarePet GroomingPet Sitting & Exercising ServicesDog & Cat Furnishings & SuppliesBBB Rating: A+Website34YEARSIN BUSINESS"
"1025","VCA City Cats Hospital","665 Massachusetts Ave","Arlington, MA 02476","Arlington",,"02476","42.411936","-71.176546","(781) 819-2004","130. VCA City Cats HospitalPet GroomingVeterinary Clinics & HospitalsVeterinariansWebsite25YEARSIN BUSINESS"
"1026","Massachusetts Animal Medical Center","380 Pleasant St","Watertown, MA 02472","Watertown",,"02472","42.371297","-71.180361","(617) 923-1700","131. Massachusetts Animal Medical CenterPet GroomingVeterinariansVeterinary Clinics & HospitalsWebsite95YEARSIN BUSINESS"
"1027","City Tails Pet Grooming","20 Tremont St","Brighton, MA 02135","Brighton",,"02135","42.351555","-71.157958","(617) 783-8245","133. City Tails Pet GroomingPet GroomingPet ServicesPet Boarding & KennelsBBB Rating: A+Website12YEARSIN BUSINESS"
"1028","Paws Unlimited","468 High St","Medford, MA 02155","Medford",,"02155","42.42132","-71.113443","(781) 874-2067","134. Paws UnlimitedPet GroomingPet Services28YEARSIN BUSINESS"
"1029","Luxe Pet Resort","1220 Vfw Pkwy","West Roxbury, MA 02132","West Roxbury",,"02132","42.280101","-71.158408","(617) 477-3332","139. Luxe Pet ResortPet GroomingDog & Cat Grooming & SuppliesDog Day Care(1)BBB Rating: A+WebsiteAmenities:Wheelchair accessible"
"1030","Commonwealth Veterinary Hospital","2285 Commonwealth Ave","Auburndale, MA 02466","Auburndale",,"02466","42.345147","-71.247889","(617) 332-7030","143. Commonwealth Veterinary HospitalPet GroomingVeterinariansVeterinary Clinics & HospitalsBBB Rating: A+Website84YEARSIN BUSINESS"
"1031","Newton Highlands Groom-Pet Btq","9 Woodward St","Newton Highlands, MA 02461","Newton Highlands",,"02461","42.314739","-71.208012","(617) 630-8449","141. Newton Highlands Groom-Pet BtqPet GroomingPet ServicesAnimal Health ProductsWebsite14YEARSIN BUSINESS"
"1032","K-9 Country Club","36 Main St","Lakeville, MA 02347","Lakeville",,"02347","41.831559","-70.953643","(508) 947-5270","31. K-9 Country ClubPet Grooming(3)Services"
"1033","Pet Recess, Inc.","36 Main St","Lakeville, MA 02347","Lakeville",,"02347","41.831559","-70.953643","(508) 946-3647","149. Pet Recess, Inc.Pet GroomingPet Sitting & Exercising ServicesPet Boarding & KennelsBBB Rating: A+Website16YEARSIN BUSINESS"
"1034","Super Dog Pet Food","220 Oconnell Way","East Taunton, MA 02718","East Taunton",,"02718","41.872147","-71.018465","(774) 227-7994","78. Super Dog Pet FoodPet GroomingPet Stores"
"1035","Little Paws Bed & Bath Inc","312 Wareham St","Middleboro, MA 02346","Middleboro",,"02346","41.887265","-70.887189","(508) 923-9806","88. Little Paws Bed & Bath IncPet GroomingPet ServicesPet Boarding & KennelsWebsite6YEARSIN BUSINESS"
"1036","Woodland Animal Clinic","6 Middleboro Rd","East Freetown, MA 02717","East Freetown",,"02717","41.768046","-70.971988","(508) 763-8029","136. Woodland Animal ClinicPet GroomingVeterinariansPet Boarding & KennelsWebsite39YEARSIN BUSINESS"
"1037","Normandie Kennels","58 N Main St","Assonet, MA 02702","Assonet",,"02702","41.795588","-71.062877","(508) 644-2056","140. Normandie KennelsPet GroomingPet ServicesPet Boarding & KennelsBBB Rating: A+Website32YEARSIN BUSINESS"
"1038","Jacks Are Wild","177 Main St","Wareham, MA 02571","Wareham",,"02571","41.748569","-70.710818","(508) 295-0596","10. Jacks Are WildPet GroomingPet ServicesPet Stores(3)BBB Rating: A+Website17YEARSIN BUSINESSAmenities:Wheelchair accessible"
"1039","Rover Makeover Pet Grooming","4 Hedges Pond Rd","Plymouth, MA 02360","Plymouth",,"02360","41.902553","-70.630875","(508) 888-3906","19. Rover Makeover Pet GroomingPet GroomingWebsite19YEARSIN BUSINESS"
"1040","The Dog Lady","98 Swifts Beach Rd","Wareham, MA 02571","Wareham",,"02571","41.748569","-70.710818","(508) 291-8900","20. The Dog LadyPet Grooming20YEARSIN BUSINESS"
"1041","Onset Pet Grooming","4 Trinity Ln","Wareham, MA 02571","Wareham",,"02571","41.748569","-70.710818","(508) 291-7070","22. Onset Pet GroomingPet Grooming"
"1042","Canine Feline Design","68 Tupper Rd","Sandwich, MA 02563","Sandwich",,"02563","41.726496","-70.48195","(508) 833-3647","28. Canine Feline DesignPet Grooming(3)"
"1043","Cosmopawliton Pet Grooming","358 Middle Rd","Acushnet, MA 02743","Acushnet",,"02743","41.696694","-70.915595","(508) 525-9111","42. Cosmopawliton Pet GroomingPet Grooming"
"1044","Diamond In the Ruff Grooming & Spa","169 Peckham Rd","Acushnet, MA 02743","Acushnet",,"02743","41.696694","-70.915595","(508) 763-5351","44. Diamond In the Ruff Grooming & SpaPet GroomingWebsite"
"1045","Pawsh Mobile Grooming","268 Shore Rd","Buzzards Bay, MA 02532","Buzzards Bay",,"02532","41.749556","-70.590957","(508) 889-7491","46. Pawsh Mobile GroomingPet Grooming"
"1046","Diamond In The Ruff Grooming Spa And Daycare","111 Middle Rd","Acushnet, MA 02743","Acushnet",,"02743","41.696694","-70.915595","(508) 763-5351","50. Diamond In The Ruff Grooming Spa And DaycarePet GroomingDog & Cat Furnishings & SuppliesPet StoresWebsite13YEARSIN BUSINESS"
"1047","Go Fetch","143 Main St","Acushnet, MA 02743","Acushnet",,"02743","41.696694","-70.915595","(508) 990-3647","51. Go FetchPet GroomingPet ServicesBBB Rating: A+13YEARSIN BUSINESS"
"1048","Diamond In The Ruff Groom-Spa","111 Main St","Acushnet, MA 02743","Acushnet",,"02743","41.696694","-70.915595","(508) 763-5351","57. Diamond In The Ruff Groom-SpaPet GroomingWebsite"
"1049","All Pets Medical Center","16 Waterhouse Rd Ste 7","Buzzards Bay, MA 02532","Buzzards Bay",,"02532","41.749556","-70.590957","(508) 743-8338","100. All Pets Medical CenterPet GroomingPet ServicesVeterinary Specialty ServicesBBB Rating: A+Website18YEARSIN BUSINESS"
"1050","PAWSH Pet Styling on the Go!","268 Shore Rd","Buzzards Bay, MA 02532","Buzzards Bay",,"02532","41.749556","-70.590957","(508) 889-7491","110. PAWSH Pet Styling on the Go!Pet GroomingDog & Cat Grooming & SuppliesMobile Pet Grooming18YEARSIN BUSINESS"
"1051","Classy Clips","15 Clay Pond Rd","Bourne, MA 02532","Bourne",,"02532","41.749556","-70.590957","(508) 759-0921","114. Classy ClipsPet GroomingPet ServicesWebsite28YEARSIN BUSINESS"
"1052","Emma Maries Groom & Daycare","14 Ventura Dr","North Dartmouth, MA 02747","North Dartmouth",,"02747","41.64193","-70.989342","(774) 206-1019","53. Emma Maries Groom & DaycarePet Grooming"
"1053","Puppy Primper","1100 Reed Rd","North Dartmouth, MA 02747","North Dartmouth",,"02747","41.64193","-70.989342","(508) 998-6101","56. Puppy PrimperPet Grooming"
"1054","Swift House","452 Durfee St","Fall River, MA 02720","Fall River",,"02720","41.716352","-71.13814","(508) 676-1913","57. Swift HousePet Grooming110YEARSIN BUSINESS"
"1055","Grooming By Mickey","1100 Reed Rd","Dartmouth, MA 02747","Dartmouth",,"02747","41.64193","-70.989342","(508) 998-6101","59. Grooming By MickeyPet GroomingBBB Rating: A+25YEARSIN BUSINESS"
"1056","A Paw Above the Rest","1550 N Main St","Fall River, MA 02720","Fall River",,"02720","41.716352","-71.13814","(508) 916-8295","60. A Paw Above the RestPet GroomingBBB Rating: A+10YEARSIN BUSINESS"
"1057","Custom Pups Grooming","1123 Grand Army Hwy","Somerset, MA 02726","Somerset",,"02726","41.753713","-71.146572","(774) 225-1191","120. Custom Pups GroomingPet GroomingDog & Cat Grooming & Supplies(1)"
"1058","Humane Society","31 Ventura Dr","North Dartmouth, MA 02747","North Dartmouth",,"02747","41.64193","-70.989342","(508) 995-6661","122. Humane SocietyPet GroomingAnimal SheltersHumane Societies(1)Website19YEARSIN BUSINESS"
"1059","New Bedford Veterinary Hospital","1227 Ashley Blvd","New Bedford, MA 02745","New Bedford",,"02745","41.695977","-70.938302","(508) 995-9009","123. New Bedford Veterinary HospitalPet GroomingVeterinary Clinics & HospitalsVeterinariansBBB Rating: A+Website18YEARSIN BUSINESS"
"1060","Somerset Animal Hospital","1300 Wilbur Ave","Somerset, MA 02725","Somerset",,"02725","41.723826","-71.17766","(508) 675-0178","127. Somerset Animal HospitalPet GroomingVeterinary Clinics & HospitalsVeterinariansBBB Rating: A+Website42YEARSIN BUSINESS"
"1061","Waggly Tails Pet Grooming","280 New Boston Rd","Fall River, MA 02720","Fall River",,"02720","41.716352","-71.13814","(508) 916-0374","137. Waggly Tails Pet GroomingPet GroomingDog & Cat Grooming & Supplies"
"1062","Animal Inn","2 Route 130","Forestdale, MA 02644","Forestdale",,"02644","41.683249","-70.512191","(774) 327-2889","14. Animal InnPet GroomingFuneral Supplies & ServicesPet Boarding & Kennels(1)BBB Rating: A+WebsiteDirectionsMore Info54YEARSIN BUSINESS3YEARS WITHAmenities:Wheelchair accessible"
"1063","Captivating Canine Pet Grooming","2 Route 130","Forestdale, MA 02644","Forestdale",,"02644","41.683249","-70.512191","(508) 292-9508","24. Captivating Canine Pet GroomingPet Grooming14YEARSIN BUSINESS"
"1064","Sandwich Animal Hospital","492 Route 6a","East Sandwich, MA 02537","East Sandwich",,"02537","41.726548","-70.440357","(508) 888-2774","52. Sandwich Animal HospitalPet GroomingVeterinariansVeterinary Clinics & HospitalsBBB Rating: A+Website39YEARSIN BUSINESS"
